USER COMMENTS,Tags
"wish we had some of the tools that were taken away given back, such as reopening a wo. we shouldn't be wasting time bothering our manager",Other Issue
The only issue I have consistently is with login to the mobile app.  I usually have to try multiple times to login successfully. ,Other Issue
"For the majority of users SI7 is too clunky. For a system that is supposed to be widely used by site population, training should not be required.   There are too many drop downs menus (maintenance category) that ultimately mean little to the end user. For the most part, almost all of the requests at my sites go to the same people, so why do all of the selecting?  At my sites you select address and then the next selection is something like all rooms. Why have the category?  Thanks for reviewing my feedback.",Other Issue
"The tools is not friendly user.  It has archaic graphics, complicated search tool,  hard to find what we need.  Many times my team and I want to update a WO and we end asking for help in our organization because the tool does not provide the right access we need.    We are not allowed to integrate new PM schedules and always depend on others, but the response time is always more than a month.  Our productivity has depleted with this tool and the client prefer not to use it, since they never can't allocate their WO in the right field.",Other Issue
After 8 AM Central Time service insight is slow to load. Having to wait for new screen to load can be frustrating at times. ,Other Issue
"The portal is not adapted to recurring tasks. We should be able to create recurring tasks by determining their recurrence, which would save time spent creating and closing weekly requests.",Other Issue
"Invoice submission into Service Insight is an issue for some vendors due to employee change over, getting access to the system for a new employee at the vendor.  If we had access at times we could help the vendor while they wait for the access to the system.  The last system Corrigo we did have access and it helped with keeping invoices being processed more efficient especially when the vendor emails you the invoice copy asking for help., Just a thought",Other Issue
Entering a ticket thru the call entry with a timer feels very controlling and old fashioned.,"Other Issue,Business Process Doesn't Match"
My clients have been sending their requests to the iopropertyservices@cbre.com email address in order to get a work order number.  I understand it takes 24 hours but lately it has been taking a couple days for a simple access card request.  Can you make the emails that clients/tenants use to sent requests consistent?  A lot of clients/tenants still use the phone number and email for work order requests instead of the PSL website and are not willing to use the website because they've been using phone number and email method for 15+ years,"Other Issue,Business Process Doesn't Match"
SI could be more user-friendly in part of asset database changes - bulk modifications etc,"Other Issue,Data Issue"
It should be translated into different languages. I'm from the LATAM region and my native language is Spanish. I would prefer to use it in Spanish and so my team.,"Other Issue,Data Issue"
"   sometimes it can get confusing, to many fields to fill out to open a work order.","Other Issue,Data Issue"
Better signal strength & not so many logins per day,"Other Issue,Data Issue"
Adding a receipt attachment to FPO created on MFM after the FPO is created be extremely helpful ,"Other Issue,Feature Request/Enhancement"
You have to click around for certain buttons that could be on the first page since are used so frequently.  Also I find ServiceInsight to be slow.,"Other Issue,Feature Request/Enhancement"
I am kicked out of the system regularly when working for long periods of time.  Overall it is a good work order system.,"Other Issue,Feature Request/Enhancement"
It will be a great help to save time when you have made an FCR wo and have entered documents so that they are transferred to the SUP wo/Po you make,"Other Issue,Feature Request/Enhancement"
The interface can use some improvement.  The design looks dated.  ,"Other Issue,Feature Request/Enhancement,Data Issue"
PM reporting could be better; missing the option to store building details at the building level with ease of access/reporting of those items,"Other Issue,Technical Issue"
For 6 1/2 years I directly worked in Si7 and after getting use to it was pretty much like second nature to me. I no longer have that job so I am not in it as much anymore. I can tell you that it can be very complicated for users and I feel like it has alot  of quirks,"Other Issue,Technical Issue"
"MAKE IT MORE USER FRIENDLY.  TOO MANY POINTLESS DROP DOWN BOXES.  ALSO, SYSTEM CRASHED DOZENS OF TIMES EACH DAY FOR NO REASON.  VERY SLOW TO PROCESS AND MOVE FROM SCREEN TO SCREEN.  ","Other Issue,Technical Issue"
My account has switched from IMFM to the Carrigo. We no longer use IMFM and it is missed. I thought IMFM was a better service tool for work orders. Carrigo is owned by a competitor of CBRE and I feel the competition is purposefully sabotaging our efforts to maintain the Wells Fargo account ,"Other Issue,Training Needed"
"It is frustrating that more than one person can't be in a work order. The WO gets locked and then you can't make edits.  PO information that goes with the WO is a hassle to track down. Something more seamless or easier to get to would be better (possible PO# listed in the ""log"") CPI status should trigger a notification/email to the FC or FM for work to be inspected.  Re-send option for CAT5 approval emails to the client - or auto re-send after 24/36 hours without acknowledgement of the request. Added CAS field where the Activity/BOMA code can be selected prior to PRL - The Activity/BOMA codes do not align with every budget BOMA code based on the WO  description/problem. Being able to select all the financial information prior to PRL would make for less edits on PO's.  ","Other Issue,Usability Issue"
The update of the BUILDING INSPECTIONS SURVEY every 3 months minimum and also that the suppliers can mark as completed a WO when it is assigned to them. Regarding the SMALL WORKS there is a problem to generate the PO in automatic this we have to create it manually and then link it to the WO.,"Other Issue,Usability Issue"
DO NOT MOVE FORWARD WITH JARVIS. We are one of the accounts testing it and it is the absolute worst. Please just improve SI similar to how it occurred when we changed from SI 6 to Si 7.,"Other Issue,Usability Issue"
older version you were able to back date when completed... this system is more suited for a service company rather than in house facilties,Performance Issue
It would be better if the locations were available for all employee houses and detachments. ,Performance Issue
"After 6:30am CST SI is very very slow, somedays it takes a long time to access SI and remains that way throughout the day. ",Performance Issue
System needs to be streamlined. Too many steps to create/edit/close/pull data/ make corrections. ,Performance Issue
ServiceInsight works very well with my account and is very compatible. Very easy to learn and communicate with other subcontractors. ,Performance Issue
"Mobile app version can't be logged in and used. Desktop version is not user friendly, slow to load data and very difficult to use the filtering function.",Performance Issue
"SIRequest bug reporting system not working. Even though we are supposed to launch it from July.   We have a test group at the client's. I receive information from the client that they can't submit a request or log in, I get login errors that we don't know what they mean. I've been getting a different error every time since last week and I can't complete the request every time. Below is a test login from this morning, I supposedly logged in, but I can't send the application",Performance Issue
Not too sure what's ServiceInsight is. Was not introduce to the team.,Performance Issue
"The overall performance is poor the web pages take a long time to load. The controls used in the pages to save, reassign and to make changes are also very slow. ",Performance Issue
"I think the usability must be easier. SI7 presents some troubles when we change languages, for example.",Performance Issue
"Small quality of life changes. Less of a need to constantly sync, and more streamlined menus in IMFM.",Performance Issue
"SI could be improved with more functionality. If we didn't have Coupa and could do everything in SI, it would help. PO's are time consuming, price increase or decrease takes time. One stop shop would be so helpful.",Performance Issue
"I'm a new employee.  Like anything else, the more I use it, the easier it gets.  It was confusing at first, and I sometimes still get confused, but I'm beginning to understand it better and hope to be able to take better advantage of what it offers.",Performance Issue
I would like to see the mobile MFM app have more streamlined controls for the tech in the field. ,Performance Issue
It would be helpful to have an option to add attachments and add a tag when creating the work order. You need to create the work order and then go back in it to add an attachment and tag,Performance Issue
"Some features ideally would be dataloadable that are currently not. Attaching documents to equipment tags, or the details of contact IDs for example.",Performance Issue
"Open WOs in seperate tabs of browser (chrome, edge) will save a lot of time. ",Performance Issue
"There are not enough specific problem reporting codes to drill down into, something that probably needs to be revisited.  Not enough training available to how to pull reports, to measure KPI's against the SLA.  The dispatching path somethings go through to many hands before being dispatched to the assignee. Job Safety templates is a lot and should be link to the problem code and automatic within the work order.",Performance Issue
"takes time to open and navigate through and WOs, assigning WOs need to be done individually which sometime it is time consuming need some flexibility especially in search tools, it is not user friendly when need to look for assets and PMs ",Performance Issue
Why fix it if it isn't broken ,Performance Issue
somehow making history searches easier.,Performance Issue
I feel that the main UI could really do with an uplift to look slicker and cleaner like the other CMMS competitors such as Maximo. ,Performance Issue
Instead of primary secondary Tertiary for the vendors it would be nice to be able to have the name of the vendor displayed in a drop down or search menu. ,Performance Issue
Please don't change it!,Performance Issue
"Hola,he entrado pero necesito las atribuciones de supervisor para poder abrir tickets y cerrarlos. Tambien en la aplicacion mobil amfm los tecnicos a cargo no han podido accesar y no se ven reflejados los reportes para poderlos visualizar",Performance Issue
If there was an option to open work orders in a new browser window when selecting them from a loaded site search screen that would be great.  The way it is now if I am looking for a specific work order if I click on one from the list and it's not the one I'm looking for every time I hit the back button I must rerun the site search.,Performance Issue
SI7 is a big component to getting our work done. The biggest issue iv'e had is being locked out for 10+ days with limited ability to perform my job. I feel local admins should have reset/lockout permissions back to help streamline our issues.,Performance Issue
"The Request Dashboard is a good service in submitting work to be completed, however if the Matrix is not setup properly this can lead to work orders going to companies that are not in my state. I would like to see the name of the company along side the Primary/Secondary matrix in the dispatching tool. Because this does not exist, I have to use the Main Portal to reassign the job to the correct vendor.",Performance Issue
"I think there are too many steps to rise a ticket. it is small things each of them but taking time in total. for example, need to click ""start"", type and select my name after login to the system and need to type the request and completion both. need to click a dispatch..  Daily basic request, we do not have something particular to type comments, so I hope I can rise a ticket without key board, just using only mouse is better then.  ",Performance Issue
"I think SI7 is outdated i.e. the layout, the colours, etc. I would be grateful if the 'change category' box can be eliminated from popping up every time a request is opened.",Performance Issue
The notes function and the actual recorded history of the work order is confusing and folks often look in the wrong place! ,Performance Issue
"We also use VAWS a part of the Service Insights suite.  The tool is useful because it is what we have. However, I have experienced some difficulties with the setup/configurations. For instance, the Set G/L-subledger.  Also, accessing some of the actions through tabs and others through grids.  A person could miss that all together.  I have submitted several enhancement requests and can't wait to hear the results. ",Performance Issue
maybe add in some more problem code or equipment group categories to list,Performance Issue
I would like to have additional access to view all work orders for a particular facility that I oversee. ,Performance Issue
it would be great to get an app for the phone that works as good as the computer version. thanks Myron,Performance Issue
"make it mandatory to have problem description along with problem location and other key details, before someone can submit a work order. make it have more steps to complete a work order so people who need the info get it an those who don't give enough will start correctly filling the request out ",Performance Issue
"The system could have local support, able to serve each market and training materials translated into several languages â€‹â€‹for use by the managers of each contract, in addition, new users when registering do not automatically receive a password as already done in the past. thanks.",Performance Issue
You may have a way of doing this that I don't know about. Let's say I have a pm ID for air fan. Well that ID for that all the air fans in the building are the same. I can't get SI7 to assign the af on one floor to one tech and assign another af to a different tech automaticly. I have to send all af to myself and then assign them to my techs. Waste a lot of time.,Performance Issue
Frequently experienced connectivity issues ,Performance Issue
"When viewing the Quick List, regardless of how many WO lines a user applies in the system (I have it set to 75 lines), only 9 are visible, because of the fixed letter box style panel they are listed in. If this was expanded so that more were visible, making better use of the browser window available, WOs would be much easier to find when scrolling up and down the list.  WOs that have been closed have their status changed to ""posted"" after a period of time. It is not possible to link new WOs to posted WOs as related. This would be useful, as relating tickets builds a knowledge base over time.",Performance Issue
It would be beneficial to be able to make copies of WOs.  Site number/location codes would be useful in the WO number.,Performance Issue
Longer duration between logins is frustrating you start a work order roll back 1/2 - 1 hour later on the mobile ap and you are staring overall waste of time & resources,Performance Issue
To open  a sub PM is too complicated. As well I face often issues by dispatching date of a work order. which is marked in the past and then too late to close properly the PM (wiht a smily green face for success) ,Performance Issue
"Make a team of Facility managers and technicians (workshop), getter data, and deployments on which way the program can make statistical deployments of tickets (cause, time duration, etc...). PowerBI has the same possibility to constantly take automatic data and transfer it into charts which can be by local area presented. MyVantage is great for keeping KPIs in check, but we need statistics to be proactive and to reduce the time for which we consume in finding the biggest cause of failures for our tickets. The overall system is ok, put have space to be great.   ",Performance Issue
"In iMFM have the work orders change color as they get closer to the due dates. Green when they are on time, yellow as they approach the due date, and red when they late. ",Performance Issue
"Systems take long to load or refresh . Often kick out , Hard to find the vendor or a category of jobs .   If you want to know what kind of tools could beat SI7 , look at Monday app . This is very user friendly and efficient ",Performance Issue
The mobile version is hard to use sometimes you put a work order in and it doesn't come thru  if you do a field PO it doesn't come thru you actually ave to close it out and relog in to see the field PO ,Performance Issue
The web page loads too slowly.  Honeywell customers should have a prompt to enter their email instead of Username.,Performance Issue
A little vague on the meaning and purpose of this service ,Performance Issue
Make it easier to attach attachments to a work order/request,Performance Issue
When making a new w/o order and you get all the end and it says you need to add in the “area” box. So you go back to the box and it erases everything you have already input.  Can that please be fixed.,Performance Issue
Service Insight could move a lot faster. It has a lot of glitches,Performance Issue
Clearer method to retrieve WO's accidentally/incorrectly closed.,Performance Issue
In general is one tool complet,Performance Issue
SI7 and Coupa need to be integrated. Once a WO is dispatched to a vendor the WO is basically useless and becomes a record. Running any kind of cost analysis report has to be done separately because you can't pull in labor (CBRE) and vendor labor/parts together.  Vendors resist and don't use VAWS. With Coupa it's not needed anyways. A PO is created right away not like JDE. ,Performance Issue
Make it more user friendly and have more info on the assets we have onsite. Give us the ability to add/change asset info. Make the call entry and compleation process easier and faster to complete. Make the app easier to use. Text our work phone when a new work order is made and when they are coming due. Create a bar code scan tool. Customize check list for PM and job steps. Have better unit info and ability to add asset to new work order for tracking. Have a real time help line for techs having trouble with SI7.,Performance Issue
I don't use Service Insight ,Performance Issue
I'm unable to view just my current and past requests. The website shows every request from other users as well. ,Performance Issue
"Not for me, but for contractors I do business with. They need more help navigating the system/portal.",Performance Issue
A number of the processes require numerous steps to confirm an action and to clear the actions acknowledgment.  NTE uplift is totally illogical   These problems may be driven by user approval levels.,Performance Issue
"I would love to be able to do all the functions from the IMFM, AMFM apps instead of having to use the computer. It would be nice to open WO's for vendors without having to open them and dispatching to me, then reassigning them to the vendor. If Service Insight and Site tools were integrated so that M/n and S/n would show on the WO it would be helpful especially if a tech was working in an unfamiliar location.  The ability to add time ahead of the actual date for vacation or holiday. This would be much more efficient so while we were on vacation we didn't have to interrupt our vacation time to make sure that our payroll time is accurate. ",Performance Issue
"It would be awesome if there was a field indicating whether or not the property is leased, owned or partially managed.",Performance Issue
"Do some research on the market and check how modern applications work. For example Singu FM or many, many others.",Performance Issue
There are a lot of restrictions in SI that make it a difficult program to self-serve in and to customize to improve the customer experience. Navigational functionality steps do not make the user experience efficient. I have a list if interested. 256-990-9087,Performance Issue
"Coming from using Corrigo this system is less efficient, slow, and lacks some of the tools other systems have. ",Performance Issue
The platform is very useful for addressing work orders.,Performance Issue
"it would be nice to receive ""training"" on the SI7 to better understand what all it has to offer. Everything I know on the SI7 app is what I learned by trial and error.  very little training was offered to me when I came back to CBRE almost 4 years ago.  We have had one training day on Teams with Ms. Frenetta Tate.  I, along with several others of my team, have had little class training time on this app.  I probably could be doing something in an easier fashion if I only knew the system better.  I typically use my phone app to complete most of my work on SI7.  I'm not comfortable or understand SI7 enough to",Performance Issue
My level of security does not allow for the correct information to be updated for assets or work tasks,Performance Issue
It can be really slow to use.,Performance Issue
I am frequently disconnected even minutes after re-connecting. The problem occurs more often when using the Client laptop from their secure network. It happens less often on hotspot or personal wi-fi.,Performance Issue
"would be great if i could receive email notifications each time an employee opens a ticket for us. without emails, i have to refresh the page all the time just to make sure we don't have anything pending",Performance Issue
Printing reports does not always work for what I need,Performance Issue
It would be nice if there were a master list of manufacturers and models that covered all clients. We often get junk from the field in those two fields and have to do all sorts of cleanup.,Performance Issue
For On call weekends make it so the person on call only receives P1s and P2s. ,Performance Issue
I haven't used anything else. So I have no complaints ,Performance Issue
"I have worked with and built several WO/PM programs. This program is SLOW and not user friendly. We have had it for a year and still do not have a working PM Program that matches what I have asked for. The auto-dispatch make no sense. The Problem codes make no sense. This system is under par for technology and over par for being outdated. I have real input if someone would like it, but unless someone is willing to listen, it just sounds like complaints.",Performance Issue
It would be great as I can find all reports in the work order directly.,Performance Issue
"I think if the ServiceInsight UX is more intuitive, then it would be much easier to use. I addition, I hope that the speed of the website could be improved. ",Performance Issue
"Unfortunately, the Platform is very slow and loads slowly, looks like a 20-year-old website. ",Performance Issue
"Firstly, nobody in management seems to realise what users are saying, SI7 is not fit for purpose!! Things have never worked properly & since the 'upgrade' 2.5 years ago it's been worse. Over half of our jobs disappeared after the change over to SI7. Our guy met with the SI7 rep for 2 days, went through all the problems & nothing was changed or done about them. Task cards are not correct for jobs. You can't add hours or edit after a jobs closed. You can't see other users times that have been booked to a job so can't tell if times overlap. You can't drag & drop jobs in the dashboard any more. Why did you waste time developing JARVIS when it's hardly used & the core basics aren'y running properly? Why is no-one in management willing to step up & get things fixed & working properly?   These are just some of the problems, but no-one listens to the boots on the ground when they're saying thing's need to be fixed for us to do our jobs properly!",Performance Issue
"More user friendly, does not flow.  Reports are cumbersome to populate.  ",Performance Issue
"Lack of consistency with keeping conductivity. It Can lack user friendly features from time to time when it comes to communicating with other vendors attached to VAWS. It gives you an option to email outside attributes but doesn't always seem to deliver messages sent. There should be a more direct communication string that lets you see important messages sent back from the vendor or that you send to them that get directed to the recipient except through an email a message attached to the work order when it's closed. Also, the client needs to have a better understanding, at times, with what work gets sent to maintenance requests and other tasks outside of our scope ",Performance Issue
It would be awesome if when creating a work order if it could be completed on one screen.  When I have to create a work order with a quote there are too many steps involved.  It seems that every time that you navigate from one screen to the next you have to wait.,Performance Issue
In general the software serves its purpose but the program has been down quite a bit during the time I have worked for CBRE. This year we had the issue with hacking or mal-ware...but there are frequently issues with MFM. It just seems like CBRE devotes great resources to systems that are less important to the daily work of our FM teams. The impression that most of my reports have is that CBRE doesnt care about the system at all and doesnt devote resources to making it better.,Performance Issue
"I'm still learning how to use the software, so I don't have much improvement comments other than the look and feel seems very outdated.",Performance Issue
"Please add ""change problem code"" and ""change/set location"" to the mobile app. ",Performance Issue
"Less nuances to make simple changes.  For example, closing a building requires work to be done at all four levels of the location hierarchy, attached matrices and employee records.  This requires various data loads and back and forth between numerous screens.",Performance Issue
"Options for site, building/floor/area should be consistent throughout all locations for all ticket types. Ie: Male vs. Men's and Female vs. Women's. Both are within the same dropdown.   Would like to see Site or Grounds an option for ALL building/floor location options under each category.  Would like to see Locks (CBRE function, not Security), Konica (repair / ink replacement / paper), and Flooring Repair under Quick Requests  Correct spelling under Quick Requests for Food Service Requst (should be Request)  ",Performance Issue
It could include parts listing,Performance Issue
"It would help if there was more consistency with SI desktop, iMFM, and VAWS. The way you see the same data is so different between each application. ",Performance Issue
Improve the reporting system.,Performance Issue
I WOULD LIKE FOR SI7 TO COMMUNICATE MORE WITH COUPA. CHANGES THAT ARE MADE IN SI7 I WOULD LIKE FOR IT TO FLOW TO COUPA,Performance Issue
"The passwords are a real problem.  There needs to be a clearer definition about what applications change when I am required to change passwords.  There is SI7, Service Tools, Imfm, Vantage, Sharepoint Site  & Microsoft Smartsheets that all interface with each other.  When the password is changed, it changes the password in some apps but not others.  It generally takes me 2 hours to change the passwords often times it ends up with a password reset because I locked myself out of at least one application.",Performance Issue
æ— ,Performance Issue
To be able to cancel or approve PO's,Performance Issue
"'- Cost code selection is slow, and will erase input if done before the cost code has time to load - No Popup to show when session has become inactive - Login screen is unsecure (for me to 'log in' is to just delete the section of the url 'https://sso.mainstreamsasp.com/PRD00177CFG/log in' "" - After creating a WO, if creating a second one, and switching back to the first, the title will duplicate to the other one, and affect both (or all if more then 2). This causes confusion for the vendor.  If you want to see these issues, I can show you. Email: Shtefan Sykora - SYKORA@UPS.COM .",Performance Issue
The JSA for the PM jobs for my engineers are not applicable for their task.  The only option they have is Open / Complete.  The option N/A needs to be added so that we are truly filling them out correctly.  Right now you have to select complete to get it to show as closed. ,Performance Issue
incorporate the 360 into the applicatons to prompt a safety review before any work is completed.,Performance Issue
Seems like there should be a button we can click on to add the attachments.  VOS users do not always get the attachments. ,Performance Issue
"SI used to have the option to change completion target date if the WO could not be completed on time. It was very useful, should be back",Performance Issue
"The performance and speed leaves a lot to be desired - you wait MUCH too long between steps. besides, you don't need this confirmation pop-up at all. You need two clicks each time and accordingly more time for a confirmation that a work step is done. this extends the time for a WO additionally.",Performance Issue
Remove the additional OK buttons and be allowed to conduct multiple tasks within the same frame or screen ,Performance Issue
"It is difficult to track work request.  It would be better with without the need for ""like"" or ""%"".",Performance Issue
"In comparison to NVS's tool, SI7 is complicated, overpopulated with options (for office needs) and visually overcrowded. ",Performance Issue
I cant see what inside the request writing when I controlling my work section.,Performance Issue
"The feedback/ survey email needs to be changed - I think, we should be creative to ask for feedback messages by changing the font and make it short and easy to read",Performance Issue
The service desk computer is not set up like the PDA. Some of information is not in proper order. Once you figure it out it is not to bad,Performance Issue
"Direct every request for my team directly to me. Skip the FC, and FM. It sits in their queue at times . Lost time I need to meet SLA.",Performance Issue
gets to complicated or confusing with all the dropdowns and choices. I don't use 80% what what's there and never will. also the program has a tendency of dropping out or closing while in the middle of work (timing out). ,Performance Issue
It freezes sometimes which makes creating work orders for clients harder. especially if we are in the middle of creating it and we'd have to re-do everything,Performance Issue
"WE need to get more training to our customer on how to submit work order through Service Insight. I am showing a lot of customer how to use it. Plus the one that are submitting work orders, they are over the spectra and I spend time to correct them, so we a get a true count on issues we are working on.",Performance Issue
"The display boxes in the PM jobs screen, are just small enough to be maddening. There is room on the screen for larger boxes, so you can see all of the details in the PM job boxes that display the PM jobs without having to scroll a half inch, but this room isn't utilized. Also, when checking the Cycle Statuses in the PM jobs, only the work order(s) for one cycle show in the data results list below, even if more than one cycle ran for the time frame indicated - you have to use a drop down for the Cycle Instance field to see all of the cycles that ran during the time frame. It would be very helpful to see ALL work orders that ran during the time frame indicated/selected. ",Performance Issue
Not very robust nor intuitive interface. Personally I   would like ( among other things ) better print options so that one can print out task lists/ procedures etc into hardcopy instead of being fully limited to referring back to electronic device all the time.,Performance Issue
"I would like to be able to use SI7 as a financial tracking tool, but currently unable which makes inefficient use of my time. ",Performance Issue
"Overall Service Insight is user friendly and intuitive. My main complaint is the fact I have to refresh it every 5 minutes in order for the QuickList to stay active. Or, if I am working on something, exit and come back, it appears to be 'active' when the second you hit something it has to refresh. It would be better to just time out completely and return to the log in screen if it can't stay actively running, so at least you don't falsely believe your info is active and correct when it's not. ",Performance Issue
"Sometimes the platform as such has speed problems or integration with other platforms, for example: MyBuy, generation of emails or notifications, it is slow to load files",Performance Issue
I can be more interactive and user friendly. ,Performance Issue
Lag to run reports or Lag in general when entering work orders. Timing out of the system with no warning or notification,Performance Issue
"Navigation is brutal.  Toggling back a screen is awful and you have to start completely over again.  Ex: Site history - list populates - dive into WO, back out and have to re-enter parameters again, instead of going to the previous screen",Performance Issue
"Maybe is lack of training, but there are certain tools that I'm still have difficult to use or understand.",Performance Issue
MFM  needs a total overhall. ,Performance Issue
"Some of the sub-categories are not obvious, such as ""other services"", etc. when trying to find the issue you're trying to address.  Meeting room set-up should be easy to find, etc.",Performance Issue
se podri­a tener una opcion para cambiar de estado las WO PM en vez de cambiar de a una  por lo demas muy buena app,Performance Issue
"The report process is lengthy and after putting all the settings right, it still doesn't generate reports ",Performance Issue
"SI has a lot of bugs still, even after the crash and update. Need to work on being better and user friendly.",Performance Issue
Actually my dismay is with IMFM. It has continued issues.,Performance Issue
"The only complaint I have is that I have to close orders on my mobile device, It would be so much easier to do all from desktop or if we have a windows based Ipad or notebook",Performance Issue
"it could be a little more specific for what we do.   Say, we have jail security network which includes card reader system as a sub system to the computerized access system.  And Si7 only have card reader system... ",Performance Issue
ServiceInsight is very easy to use but sometimes the SI is very slow and takes to much time to create a work order,Performance Issue
Perhaps more access for techs. ,Performance Issue
Need full access in little menu in App for evolve the tickets.  For be react to the client,Performance Issue
"If you had some videos that showed how to use it, it would be better. I'm a new user and I'm having to self-teach.",Performance Issue
"For me on my desktop is working well, but for the CBRE technicians.  They experience many problems went the systems freezes a lot.",Performance Issue
cheat sheet for clients on how to enter a work order and use the correct codes.  Educate vendors and clients on SI7 and have them add all pertinent documentation into the work order for a more streamline process ,Performance Issue
It's a good CMMS and easy to use,Performance Issue
A more user friendly interface would be ideal. ,Performance Issue
"The date range is American, it would be helpful if this is English. ",Performance Issue
There should be a survey when the ticket gets closed out to rate the performance of the work.,Performance Issue
"In the labor hours pop-up, the ""Completed"" box should be a check box that can be unchecked.  Currently if you click the box, you have to close the window and reopen it to uncheck it.  ",Performance Issue
there need to be more resolution codes to add a work order to. Like hanging a picture. there is no resolution code for that. ,Performance Issue
None,Performance Issue
I'm not a fan of the traffic light on the laptop. to me the laptop is too complicated! ,Performance Issue
"It works ok, sometimes it crashes repeatedly or doesn't save selections.",Performance Issue
The only issue I have with Service Insight is that not enough Vendors are using the VAWS portal to update their WO's. If they would do that then the system works well.,Performance Issue
Make the Moble app more user friendly. You dealing with engineers that would rather fill out a paper form than SI7. Look at other apps like Hotsos or Tech Anywhere. Both systems are easy to use for the technician. I have engineer's that spend way too much time in-front of the computer filling out the JSA's that should be a simple yes or no multiple choice question. Hire the personnel that created those great easy to use systems and completely restructure SI7 with input from the techs in the field as appears to the personnel that sit at a desk pulling reports. You have made there jobs easy please make ours simpler!,Performance Issue
IT keeps kicking you out of the IMFM and you constantly have to sign a many times though out the day.  Say for example I want to see my pm work orders.  I have to scroll down to a building and click on a building's pms.   I click on a pm and then close it.  Now I have to go all the way back to the beginning of scrolling down to the building again and click on it to get my next pm for the same building.  Ugghhh. ,Performance Issue
There are just too many improvements to list needed for SI in this small box.  * Database needs cleaned up and logically aligned to the field names on the front end UI ,Performance Issue
"Si7 slows considerably during peak times, when I use Si7 in the off hours I notice it is much faster to navigate. Thank you.",Performance Issue
System is slow ,Performance Issue
Less Glitchy,Performance Issue
not at the moment,Performance Issue
It would be helpful to receive an email notice when vendors add quotes and updates to the work orders. There are way too many work orders we have to manage and cannot go in each to check for updates.,Performance Issue
have faster and more intuitive access,Performance Issue
you may perform more friendly commands ,Performance Issue
"Make it more stable. I have used work order management software for over twenty years with different companies. This is the worst one I've ever used. It crashes multiple times a day, often doesn't respond to what I tell it to do, and has options for the desktop version that aren't available in the mobile version, and vice versa. It's awful. The last company I worked at had about thirty employees, and the work order software was better than this. Do better!",Performance Issue
Improve on downtime ,Performance Issue
"ServiceInsight, It is a platform designed for maintenance.  The day this platform can be integrated into COUPA will be when it has an integrated supply chain model with more than one module and not only focused on maintenance.",Performance Issue
"It would be nice if it were simplified to ad correct information to equipment P.M's. On SI7. I'm the boots on the ground and I see ways that we can work more efficiently and easier. My jobs start for me on SI7 and we can do small changes that will increase our efficiency, time, and money.",Performance Issue
Have better platform support ,Performance Issue
The system is not a one size fits all. Fairly useless in a leased site where the building has its own work order system versus an owned site which uses Service Insight exclusively. ,Performance Issue
"There are so many different platforms that we have to use now - RAD, Harbour, elogbooks, , Si7. But none of them talk to each other! Si7 is ideally placed to be a one stop shop, i can't believe it is not already the case. When a ticket is assigned, in particular reactive tickets, at the very least we should have an option to complete a DRA specific to that task, that is now attached to that ticket.  Also, searching for a specific closed ticket is a nightmare, unless you actually know what that Si7 no. is.",Performance Issue
Looking up previsous work order not easy. Location are not all in alphabetical orde. Many location are inncorrect  User are not directly involue with updates,Performance Issue
There should be some video tutorials embedded in applications for engineers to know more about applications. Self-help articles should be easy to go.,Performance Issue
I would like to request to have a live training for all users as a brush up training where we can ask any queries we are facing.,Performance Issue
Not able to see previous raised & closed tickets in the tool...Kindly improve to see all the tickets.,Performance Issue
Is it possible to share the report automatically on a weekly basis? where the team is required to take action.,Performance Issue
I think a more intuitive and user friendly app/platform would help both technicians and tech coordinators work with this tool,Performance Issue
"Amfm is the worst app I have ever had the displeasure of using. It constantly freezes, logs me out, runs slowly and throws fault codes. I constantly have to clear the cache to perform basic functions. I have a long list of faults logged with IT. Get a functional app.",Performance Issue
"Currently ,all the Service request can be view only on Desktop , in case Duty Engineer is on walk rounds or doing any activity and if any critical ticket is being raised , then he will not be notified on Realtime basis , No text message is being trigged.",Performance Issue
"Honestly no since I understand the level of security that must be provided on accounts like this, multiple levels of verification have to be taken. It's easy for me,  but no so with a non computer literate person.",Performance Issue
.MFM needs a lot of work. It doesn't handle changing connectivity well. Times out and doesn't tell you. ,Performance Issue
No,Performance Issue
Sometimes it's not really intuitive and a bit slow and clunky (specially the web version). ,Performance Issue
Not at this time.,Performance Issue
No,Performance Issue
Would be easie if sub orders were a link you could click on rather then having to search the number. Would make the process a lot easier.,Performance Issue
I would like to see a skin that doesn't look like it's from the 1980s and ,Performance Issue
"*wish I wouldn't have to enter the Password everytime I login on the mobile app.  *The mobile app times out during doing live work orders, it ends up having to close out and restart during the process of doing a live work order.  ",Performance Issue
"it could improve to be better than today. It is interesting if we can have the opportunity for modify the status. In the other company, the sftw has lot of more intuictive status.  WAPPR Waiting approval (actual OPEN) PDO Offer send and waiting approval WMATL Waiting material COMP Complited (and waiting to realize the contability) INPRG In progress CLOSE Complited/Complited and billed",Performance Issue
No comments,Performance Issue
The portal goes down often and client cannot input service requests because of this.,Performance Issue
"I believe it would be useful to have more team member involvement in organizing how we use the system and adding more detail so it provides a more robust history of assets, for use of the engineering team as well as management.",Performance Issue
"My recommendation is that the service is not very friendly. Every day or every 2 days if you not login you have to reset the password, it`s really frustrated in this matter. It is not easy at all. I choose not to login every day. ",Performance Issue
